SampleID,A type,B type
train2107,Numerical,Numerical
train2108,Binary,Numerical
train2109,Numerical,Numerical
train2110,Numerical,Numerical
train2111,Numerical,Numerical
train2112,Numerical,Categorical
train2113,Numerical,Binary
train2114,Numerical,Numerical
train2115,Categorical,Numerical
train2116,Numerical,Numerical
train2117,Binary,Numerical
train2118,Binary,Numerical
train2119,Numerical,Numerical
train2120,Categorical,Numerical
train2121,Categorical,Binary
train2122,Categorical,Numerical
train2123,Numerical,Binary
train2124,Numerical,Numerical
train2125,Numerical,Numerical
train2126,Numerical,Numerical
train2127,Categorical,Categorical
train2128,Numerical,Numerical
train2129,Categorical,Numerical
train2130,Numerical,Categorical
train2131,Numerical,Binary
train2132,Numerical,Numerical
train2133,Binary,Numerical
train2134,Categorical,Numerical
train2135,Categorical,Numerical
train2136,Numerical,Binary
train2137,Numerical,Binary
train2138,Numerical,Numerical
train2139,Numerical,Numerical
train2140,Categorical,Categorical
train2141,Numerical,Binary
train2142,Numerical,Numerical
train2143,Numerical,Numerical
train2144,Numerical,Numerical
train2145,Numerical,Binary
train2146,Numerical,Numerical
train2147,Numerical,Numerical
train2148,Numerical,Numerical
train2149,Categorical,Numerical
train2150,Numerical,Numerical
train2151,Binary,Numerical
train2152,Numerical,Numerical
train2153,Numerical,Numerical
train2154,Numerical,Numerical
train2155,Numerical,Numerical
train2156,Numerical,Numerical
train2157,Numerical,Numerical
train2158,Binary,Numerical
train2159,Numerical,Numerical
train2160,Numerical,Binary
train2161,Numerical,Numerical
train2162,Numerical,Numerical
train2163,Numerical,Numerical
train2164,Numerical,Numerical
train2165,Numerical,Numerical
train2166,Numerical,Binary
train2167,Numerical,Binary
train2168,Binary,Numerical
train2169,Numerical,Numerical
train2170,Binary,Numerical
train2171,Binary,Categorical
train2172,Numerical,Numerical
train2173,Numerical,Numerical
train2174,Numerical,Numerical
train2175,Numerical,Numerical
train2176,Numerical,Numerical
train2177,Numerical,Numerical
train2178,Categorical,Binary
train2179,Binary,Numerical
train2180,Binary,Numerical
train2181,Numerical,Numerical
train2182,Numerical,Numerical
train2183,Numerical,Numerical
train2184,Numerical,Numerical
train2185,Numerical,Binary
train2186,Numerical,Numerical
train2187,Categorical,Numerical
train2188,Numerical,Numerical
train2189,Categorical,Numerical
train2190,Numerical,Numerical
train2191,Numerical,Numerical
train2192,Numerical,Binary
train2193,Binary,Binary
train2194,Numerical,Numerical
train2195,Numerical,Binary
train2196,Numerical,Numerical
train2197,Categorical,Numerical
train2198,Binary,Numerical
train2199,Numerical,Numerical
train2200,Binary,Numerical
train2201,Numerical,Numerical
train2202,Numerical,Numerical
train2203,Numerical,Binary
train2204,Binary,Numerical
train2205,Binary,Numerical
train2206,Categorical,Binary
train2207,Categorical,Numerical
train2208,Numerical,Binary
train2209,Numerical,Numerical
train2210,Categorical,Numerical
train2211,Numerical,Numerical
train2212,Categorical,Numerical
train2213,Numerical,Numerical
train2214,Numerical,Numerical
train2215,Numerical,Binary
train2216,Categorical,Numerical
train2217,Categorical,Numerical
train2218,Numerical,Numerical
train2219,Numerical,Numerical
train2220,Binary,Numerical
train2221,Numerical,Numerical
train2222,Numerical,Numerical
train2223,Binary,Numerical
train2224,Numerical,Categorical
train2225,Numerical,Numerical
train2226,Numerical,Numerical
train2227,Numerical,Numerical
train2228,Numerical,Numerical
train2229,Numerical,Numerical
train2230,Numerical,Numerical
train2231,Categorical,Numerical
train2232,Numerical,Numerical
train2233,Numerical,Numerical
train2234,Numerical,Numerical
train2235,Categorical,Numerical
train2236,Binary,Numerical
train2237,Binary,Categorical
train2238,Numerical,Numerical
train2239,Numerical,Categorical
train2240,Numerical,Categorical
train2241,Numerical,Numerical
train2242,Binary,Numerical
train2243,Numerical,Categorical
train2244,Binary,Numerical
train2245,Numerical,Numerical
train2246,Categorical,Numerical
train2247,Categorical,Numerical
train2248,Numerical,Numerical
train2249,Numerical,Numerical
train2250,Numerical,Numerical
train2251,Numerical,Numerical
train2252,Categorical,Numerical
train2253,Numerical,Numerical
train2254,Numerical,Numerical
train2255,Numerical,Categorical
train2256,Numerical,Numerical
train2257,Numerical,Numerical
train2258,Numerical,Numerical
train2259,Numerical,Numerical
train2260,Categorical,Numerical
train2261,Numerical,Numerical
train2262,Numerical,Numerical
train2263,Numerical,Numerical
train2264,Categorical,Categorical
train2265,Numerical,Numerical
train2266,Binary,Numerical
train2267,Categorical,Categorical
train2268,Numerical,Numerical
train2269,Categorical,Numerical
train2270,Numerical,Binary
train2271,Numerical,Categorical
train2272,Numerical,Numerical
train2273,Numerical,Categorical
train2274,Numerical,Numerical
train2275,Numerical,Numerical
train2276,Binary,Numerical
train2277,Numerical,Numerical
train2278,Numerical,Binary
train2279,Numerical,Numerical
train2280,Numerical,Binary
train2281,Numerical,Numerical
train2282,Numerical,Categorical
train2283,Numerical,Numerical
train2284,Numerical,Binary
train2285,Binary,Numerical
train2286,Binary,Categorical
train2287,Numerical,Numerical
train2288,Categorical,Numerical
train2289,Numerical,Numerical
train2290,Numerical,Binary
train2291,Numerical,Numerical
train2292,Numerical,Categorical
train2293,Binary,Numerical
train2294,Categorical,Numerical
train2295,Numerical,Numerical
train2296,Numerical,Numerical
train2297,Binary,Numerical
train2298,Numerical,Numerical
train2299,Categorical,Categorical
train2300,Numerical,Numerical
train2301,Numerical,Numerical
train2302,Numerical,Numerical
train2303,Categorical,Numerical
train2304,Binary,Numerical
train2305,Numerical,Binary
train2306,Numerical,Categorical
train2307,Numerical,Numerical
train2308,Binary,Numerical
train2309,Binary,Numerical
train2310,Numerical,Numerical
train2311,Numerical,Numerical
train2312,Binary,Numerical
train2313,Numerical,Binary
train2314,Numerical,Numerical
train2315,Numerical,Numerical
train2316,Numerical,Numerical
train2317,Numerical,Categorical
train2318,Numerical,Numerical
train2319,Numerical,Categorical
train2320,Categorical,Categorical
train2321,Numerical,Numerical
train2322,Numerical,Numerical
train2323,Numerical,Numerical
train2324,Numerical,Numerical
train2325,Numerical,Numerical
train2326,Numerical,Categorical
train2327,Numerical,Numerical
train2328,Binary,Numerical
train2329,Numerical,Numerical
train2330,Numerical,Numerical
train2331,Numerical,Numerical
train2332,Numerical,Binary
train2333,Numerical,Numerical
train2334,Numerical,Numerical
train2335,Numerical,Numerical
train2336,Numerical,Categorical
train2337,Numerical,Categorical
train2338,Numerical,Numerical
train2339,Numerical,Numerical
train2340,Numerical,Numerical
train2341,Categorical,Categorical
train2342,Numerical,Binary
train2343,Numerical,Numerical
train2344,Numerical,Binary
train2345,Binary,Numerical
train2346,Numerical,Numerical
train2347,Categorical,Numerical
train2348,Numerical,Categorical
train2349,Numerical,Numerical
train2350,Numerical,Numerical
train2351,Numerical,Numerical
train2352,Numerical,Numerical
train2353,Binary,Numerical
train2354,Numerical,Categorical
train2355,Numerical,Categorical
train2356,Numerical,Categorical
train2357,Categorical,Numerical
train2358,Numerical,Numerical
train2359,Numerical,Numerical
train2360,Numerical,Numerical
train2361,Numerical,Numerical
train2362,Numerical,Numerical
train2363,Binary,Numerical
train2364,Numerical,Numerical
train2365,Numerical,Numerical
train2366,Numerical,Numerical
train2367,Binary,Categorical
train2368,Binary,Numerical
train2369,Numerical,Numerical
train2370,Numerical,Numerical
train2371,Numerical,Numerical
train2372,Numerical,Binary
train2373,Numerical,Numerical
train2374,Numerical,Binary
train2375,Numerical,Categorical
train2376,Numerical,Numerical
train2377,Categorical,Numerical
train2378,Numerical,Numerical
train2379,Numerical,Numerical
train2380,Numerical,Numerical
train2381,Numerical,Numerical
train2382,Numerical,Numerical
train2383,Numerical,Numerical
train2384,Numerical,Numerical
train2385,Numerical,Numerical
train2386,Numerical,Binary
train2387,Binary,Numerical
train2388,Numerical,Numerical
train2389,Numerical,Numerical
train2390,Numerical,Numerical
train2391,Numerical,Numerical
train2392,Numerical,Numerical
train2393,Numerical,Numerical
train2394,Numerical,Numerical
train2395,Numerical,Numerical
train2396,Numerical,Numerical
train2397,Binary,Numerical
train2398,Numerical,Binary
train2399,Numerical,Numerical
train2400,Numerical,Numerical
train2401,Numerical,Categorical
train2402,Numerical,Binary
train2403,Categorical,Numerical
train2404,Numerical,Numerical
train2405,Numerical,Numerical
train2406,Numerical,Numerical
train2407,Numerical,Numerical
train2408,Numerical,Numerical
train2409,Numerical,Numerical
train2410,Numerical,Numerical
train2411,Numerical,Numerical
train2412,Numerical,Categorical
train2413,Numerical,Binary
train2414,Numerical,Numerical
train2415,Numerical,Binary
train2416,Numerical,Binary
train2417,Numerical,Numerical
train2418,Categorical,Binary
train2419,Numerical,Numerical
train2420,Numerical,Binary
train2421,Categorical,Numerical
train2422,Categorical,Numerical
train2423,Numerical,Numerical
train2424,Categorical,Numerical
train2425,Numerical,Numerical
train2426,Numerical,Numerical
train2427,Numerical,Numerical
train2428,Numerical,Numerical
train2429,Numerical,Numerical
train2430,Binary,Binary
train2431,Numerical,Binary
train2432,Numerical,Numerical
train2433,Numerical,Numerical
train2434,Categorical,Categorical
train2435,Categorical,Numerical
train2436,Numerical,Numerical
train2437,Numerical,Numerical
train2438,Numerical,Categorical
train2439,Numerical,Numerical
train2440,Numerical,Numerical
train2441,Numerical,Numerical
train2442,Numerical,Numerical
train2443,Numerical,Numerical
train2444,Numerical,Numerical
train2445,Numerical,Binary
train2446,Numerical,Numerical
train2447,Numerical,Numerical
train2448,Numerical,Numerical
train2449,Categorical,Numerical
train2450,Numerical,Numerical
train2451,Numerical,Categorical
train2452,Numerical,Numerical
train2453,Numerical,Numerical
train2454,Numerical,Numerical
train2455,Numerical,Numerical
train2456,Binary,Categorical
train2457,Numerical,Numerical
train2458,Binary,Numerical
train2459,Numerical,Numerical
train2460,Numerical,Numerical
train2461,Numerical,Numerical
train2462,Numerical,Numerical
train2463,Numerical,Numerical
train2464,Numerical,Numerical
train2465,Numerical,Numerical
train2466,Numerical,Numerical
train2467,Numerical,Binary
train2468,Numerical,Numerical
train2469,Numerical,Numerical
train2470,Numerical,Binary
train2471,Numerical,Numerical
train2472,Numerical,Numerical
train2473,Numerical,Numerical
train2474,Numerical,Numerical
train2475,Binary,Numerical
train2476,Numerical,Categorical
train2477,Numerical,Categorical
train2478,Categorical,Numerical
train2479,Categorical,Numerical
train2480,Numerical,Numerical
train2481,Numerical,Numerical
train2482,Numerical,Categorical
train2483,Numerical,Numerical
train2484,Numerical,Categorical
train2485,Categorical,Numerical
train2486,Numerical,Numerical
train2487,Categorical,Numerical
train2488,Numerical,Numerical
train2489,Numerical,Numerical
train2490,Numerical,Numerical
train2491,Numerical,Numerical
train2492,Numerical,Binary
train2493,Categorical,Numerical
train2494,Categorical,Numerical
train2495,Binary,Binary
train2496,Categorical,Numerical
train2497,Numerical,Numerical
train2498,Categorical,Binary
train2499,Numerical,Numerical
train2500,Numerical,Numerical
train2501,Numerical,Numerical
train2502,Numerical,Numerical
train2503,Numerical,Binary
train2504,Numerical,Binary
train2505,Binary,Numerical
train2506,Numerical,Numerical
train2507,Numerical,Numerical
train2508,Numerical,Binary
train2509,Numerical,Numerical
train2510,Binary,Numerical
train2511,Numerical,Numerical
train2512,Numerical,Categorical
train2513,Numerical,Numerical
train2514,Numerical,Numerical
train2515,Categorical,Numerical
train2516,Numerical,Numerical
train2517,Categorical,Categorical
train2518,Numerical,Numerical
train2519,Numerical,Numerical
train2520,Numerical,Numerical
train2521,Numerical,Binary
train2522,Numerical,Numerical
train2523,Numerical,Numerical
train2524,Numerical,Numerical
train2525,Numerical,Numerical
train2526,Numerical,Numerical
train2527,Numerical,Numerical
train2528,Numerical,Categorical
train2529,Numerical,Binary
train2530,Numerical,Numerical
train2531,Binary,Numerical
train2532,Binary,Numerical
train2533,Categorical,Numerical
train2534,Numerical,Numerical
train2535,Numerical,Numerical
train2536,Numerical,Numerical
train2537,Numerical,Categorical
train2538,Categorical,Numerical
train2539,Numerical,Numerical
train2540,Numerical,Numerical
train2541,Categorical,Categorical
train2542,Numerical,Numerical
train2543,Binary,Numerical
train2544,Numerical,Numerical
train2545,Numerical,Numerical
train2546,Binary,Numerical
train2547,Numerical,Numerical
train2548,Numerical,Numerical
train2549,Numerical,Numerical
train2550,Numerical,Numerical
train2551,Binary,Numerical
train2552,Numerical,Numerical
train2553,Numerical,Binary
train2554,Numerical,Binary
train2555,Numerical,Numerical
train2556,Numerical,Numerical
train2557,Numerical,Numerical
train2558,Numerical,Categorical
train2559,Binary,Categorical
train2560,Numerical,Binary
train2561,Numerical,Numerical
train2562,Numerical,Numerical
train2563,Numerical,Binary
train2564,Numerical,Numerical
train2565,Numerical,Numerical
train2566,Numerical,Numerical
train2567,Binary,Binary
train2568,Numerical,Binary
train2569,Numerical,Numerical
train2570,Numerical,Numerical
train2571,Numerical,Numerical
train2572,Categorical,Numerical
train2573,Categorical,Numerical
train2574,Numerical,Numerical
train2575,Numerical,Binary
train2576,Numerical,Numerical
train2577,Binary,Numerical
train2578,Numerical,Numerical
train2579,Categorical,Numerical
train2580,Categorical,Numerical
train2581,Numerical,Categorical
train2582,Numerical,Numerical
train2583,Categorical,Numerical
train2584,Numerical,Numerical
train2585,Numerical,Numerical
train2586,Numerical,Numerical
train2587,Numerical,Numerical
train2588,Numerical,Numerical
train2589,Numerical,Numerical
train2590,Numerical,Categorical
train2591,Numerical,Categorical
train2592,Numerical,Categorical
train2593,Numerical,Numerical
train2594,Binary,Categorical
train2595,Numerical,Numerical
train2596,Numerical,Numerical
train2597,Numerical,Numerical
train2598,Binary,Numerical
train2599,Binary,Binary
train2600,Categorical,Numerical
train2601,Categorical,Numerical
train2602,Numerical,Numerical
train2603,Categorical,Numerical
train2604,Binary,Numerical
train2605,Binary,Numerical
train2606,Categorical,Categorical
train2607,Numerical,Numerical
train2608,Numerical,Categorical
train2609,Categorical,Binary
train2610,Numerical,Numerical
train2611,Numerical,Numerical
train2612,Categorical,Numerical
train2613,Numerical,Categorical
train2614,Numerical,Numerical
train2615,Binary,Categorical
train2616,Numerical,Numerical
train2617,Numerical,Categorical
train2618,Numerical,Numerical
train2619,Binary,Numerical
train2620,Numerical,Numerical
train2621,Numerical,Categorical
train2622,Numerical,Numerical
train2623,Categorical,Numerical
train2624,Numerical,Numerical
train2625,Numerical,Binary
train2626,Numerical,Numerical
train2627,Numerical,Numerical
train2628,Numerical,Numerical
train2629,Numerical,Numerical
train2630,Categorical,Numerical
train2631,Binary,Numerical
train2632,Categorical,Numerical
train2633,Numerical,Categorical
train2634,Binary,Numerical
train2635,Numerical,Numerical
train2636,Numerical,Numerical
train2637,Numerical,Numerical
train2638,Numerical,Numerical
train2639,Categorical,Numerical
train2640,Numerical,Numerical
train2641,Numerical,Numerical
train2642,Numerical,Numerical
train2643,Binary,Numerical
train2644,Categorical,Binary
train2645,Numerical,Numerical
train2646,Numerical,Numerical
train2647,Numerical,Numerical
train2648,Numerical,Numerical
train2649,Numerical,Numerical
train2650,Numerical,Numerical
train2651,Numerical,Numerical
train2652,Numerical,Numerical
train2653,Numerical,Numerical
train2654,Binary,Numerical
train2655,Numerical,Numerical
train2656,Categorical,Categorical
train2657,Numerical,Categorical
train2658,Categorical,Numerical
train2659,Numerical,Numerical
train2660,Numerical,Binary
train2661,Numerical,Numerical
train2662,Categorical,Binary
train2663,Numerical,Numerical
train2664,Numerical,Numerical
train2665,Numerical,Numerical
train2666,Numerical,Numerical
train2667,Numerical,Numerical
train2668,Categorical,Numerical
train2669,Numerical,Numerical
train2670,Numerical,Numerical
train2671,Numerical,Numerical
train2672,Numerical,Numerical
train2673,Numerical,Categorical
train2674,Numerical,Numerical
train2675,Numerical,Binary
train2676,Categorical,Numerical
train2677,Numerical,Numerical
train2678,Numerical,Numerical
train2679,Binary,Numerical
train2680,Numerical,Numerical
train2681,Categorical,Numerical
train2682,Numerical,Numerical
train2683,Categorical,Numerical
train2684,Numerical,Numerical
train2685,Numerical,Numerical
train2686,Categorical,Numerical
train2687,Numerical,Binary
train2688,Numerical,Numerical
train2689,Numerical,Numerical
train2690,Numerical,Numerical
train2691,Numerical,Numerical
train2692,Binary,Categorical
train2693,Numerical,Numerical
train2694,Numerical,Binary
train2695,Numerical,Numerical
train2696,Binary,Binary
train2697,Numerical,Binary
train2698,Numerical,Numerical
train2699,Numerical,Numerical
train2700,Categorical,Numerical
train2701,Binary,Binary
train2702,Numerical,Categorical
train2703,Numerical,Numerical
train2704,Numerical,Numerical
train2705,Numerical,Categorical
train2706,Binary,Numerical
train2707,Categorical,Numerical
train2708,Numerical,Binary
train2709,Categorical,Numerical
train2710,Numerical,Numerical
train2711,Numerical,Binary
train2712,Numerical,Numerical
train2713,Numerical,Numerical
train2714,Numerical,Binary
train2715,Categorical,Numerical
train2716,Numerical,Numerical
train2717,Numerical,Numerical
train2718,Numerical,Numerical
train2719,Categorical,Binary
train2720,Numerical,Numerical
train2721,Numerical,Numerical
train2722,Numerical,Numerical
train2723,Binary,Numerical
train2724,Numerical,Numerical
train2725,Categorical,Numerical
train2726,Numerical,Numerical
train2727,Numerical,Numerical
train2728,Numerical,Binary
train2729,Categorical,Binary
train2730,Categorical,Numerical
train2731,Numerical,Binary
train2732,Numerical,Numerical
train2733,Numerical,Numerical
train2734,Categorical,Binary
train2735,Binary,Numerical
train2736,Numerical,Binary
train2737,Categorical,Numerical
train2738,Numerical,Numerical
train2739,Binary,Numerical
train2740,Binary,Numerical
train2741,Numerical,Numerical
train2742,Binary,Numerical
train2743,Numerical,Categorical
train2744,Numerical,Numerical
train2745,Binary,Categorical
train2746,Numerical,Binary
train2747,Categorical,Binary
train2748,Numerical,Categorical
train2749,Numerical,Numerical
train2750,Numerical,Numerical
train2751,Categorical,Numerical
train2752,Numerical,Categorical
train2753,Numerical,Numerical
train2754,Binary,Numerical
train2755,Binary,Numerical
train2756,Categorical,Numerical
train2757,Numerical,Categorical
train2758,Numerical,Numerical
train2759,Categorical,Categorical
train2760,Numerical,Numerical
train2761,Numerical,Categorical
train2762,Numerical,Numerical
train2763,Numerical,Categorical
train2764,Numerical,Numerical
train2765,Numerical,Binary
train2766,Binary,Numerical
train2767,Numerical,Binary
train2768,Numerical,Binary
train2769,Numerical,Binary
train2770,Numerical,Numerical
train2771,Numerical,Numerical
train2772,Binary,Numerical
train2773,Numerical,Binary
train2774,Numerical,Numerical
train2775,Numerical,Numerical
train2776,Numerical,Numerical
train2777,Numerical,Numerical
train2778,Numerical,Numerical
train2779,Numerical,Numerical
train2780,Numerical,Numerical
train2781,Numerical,Numerical
train2782,Numerical,Binary
train2783,Numerical,Categorical
train2784,Numerical,Binary
train2785,Numerical,Numerical
train2786,Numerical,Categorical
train2787,Numerical,Categorical
train2788,Numerical,Categorical
train2789,Numerical,Categorical
train2790,Numerical,Numerical
train2791,Numerical,Numerical
train2792,Numerical,Numerical
train2793,Categorical,Numerical
train2794,Binary,Numerical
train2795,Numerical,Numerical
train2796,Binary,Numerical
train2797,Numerical,Categorical
train2798,Binary,Numerical
train2799,Numerical,Numerical
train2800,Numerical,Numerical
train2801,Numerical,Categorical
train2802,Binary,Numerical
train2803,Numerical,Numerical
train2804,Numerical,Numerical
train2805,Numerical,Numerical
train2806,Numerical,Numerical
train2807,Numerical,Numerical
train2808,Numerical,Numerical
train2809,Numerical,Numerical
train2810,Numerical,Numerical
train2811,Numerical,Numerical
train2812,Numerical,Categorical
train2813,Numerical,Numerical
train2814,Numerical,Categorical
train2815,Numerical,Numerical
train2816,Numerical,Categorical
train2817,Numerical,Binary
train2818,Numerical,Numerical
train2819,Numerical,Binary
train2820,Binary,Categorical
train2821,Numerical,Numerical
train2822,Numerical,Numerical
train2823,Numerical,Categorical
train2824,Categorical,Numerical
train2825,Numerical,Numerical
train2826,Categorical,Binary
train2827,Numerical,Categorical
train2828,Numerical,Numerical
train2829,Numerical,Numerical
train2830,Numerical,Numerical
train2831,Numerical,Numerical
train2832,Numerical,Numerical
train2833,Categorical,Categorical
train2834,Numerical,Categorical
train2835,Categorical,Numerical
train2836,Numerical,Numerical
train2837,Categorical,Numerical
train2838,Binary,Categorical
train2839,Numerical,Binary
train2840,Numerical,Binary
train2841,Numerical,Binary
train2842,Binary,Numerical
train2843,Numerical,Categorical
train2844,Numerical,Numerical
train2845,Numerical,Numerical
train2846,Numerical,Categorical
train2847,Binary,Categorical
train2848,Numerical,Binary
train2849,Numerical,Numerical
train2850,Binary,Numerical
train2851,Numerical,Numerical
train2852,Numerical,Numerical
train2853,Categorical,Categorical
train2854,Numerical,Numerical
train2855,Categorical,Numerical
train2856,Numerical,Numerical
train2857,Numerical,Numerical
train2858,Numerical,Numerical
train2859,Numerical,Numerical
train2860,Binary,Numerical
train2861,Numerical,Numerical
train2862,Numerical,Numerical
train2863,Binary,Numerical
train2864,Numerical,Categorical
train2865,Numerical,Numerical
train2866,Numerical,Numerical
train2867,Categorical,Numerical
train2868,Numerical,Numerical
train2869,Numerical,Categorical
train2870,Numerical,Numerical
train2871,Numerical,Numerical
train2872,Numerical,Numerical
train2873,Numerical,Numerical
train2874,Numerical,Numerical
train2875,Numerical,Numerical
train2876,Numerical,Categorical
train2877,Numerical,Numerical
train2878,Numerical,Numerical
train2879,Categorical,Numerical
train2880,Numerical,Numerical
train2881,Numerical,Categorical
train2882,Numerical,Binary
train2883,Binary,Numerical
train2884,Numerical,Numerical
train2885,Categorical,Numerical
train2886,Numerical,Numerical
train2887,Numerical,Numerical
train2888,Numerical,Numerical
train2889,Numerical,Numerical
train2890,Categorical,Numerical
train2891,Numerical,Numerical
train2892,Numerical,Numerical
train2893,Numerical,Numerical
train2894,Numerical,Numerical
train2895,Numerical,Binary
train2896,Categorical,Numerical
train2897,Binary,Categorical
train2898,Numerical,Numerical
train2899,Numerical,Numerical
train2900,Numerical,Numerical
train2901,Categorical,Numerical
train2902,Binary,Numerical
train2903,Numerical,Binary
train2904,Numerical,Binary
train2905,Binary,Numerical
train2906,Categorical,Numerical
train2907,Numerical,Numerical
train2908,Numerical,Numerical
train2909,Categorical,Categorical
train2910,Numerical,Numerical
train2911,Binary,Numerical
train2912,Numerical,Categorical
train2913,Numerical,Numerical
train2914,Numerical,Binary
train2915,Categorical,Numerical
train2916,Numerical,Numerical
train2917,Numerical,Numerical
train2918,Categorical,Numerical
train2919,Binary,Numerical
train2920,Categorical,Numerical
train2921,Numerical,Numerical
train2922,Numerical,Numerical
train2923,Categorical,Numerical
train2924,Numerical,Numerical
train2925,Numerical,Numerical
train2926,Binary,Categorical
train2927,Numerical,Binary
train2928,Numerical,Numerical
train2929,Numerical,Categorical
train2930,Categorical,Numerical
train2931,Categorical,Categorical
train2932,Numerical,Numerical
train2933,Numerical,Numerical
train2934,Binary,Numerical
train2935,Numerical,Numerical
train2936,Numerical,Binary
train2937,Numerical,Numerical
train2938,Numerical,Numerical
train2939,Binary,Numerical
train2940,Binary,Numerical
train2941,Numerical,Numerical
train2942,Numerical,Numerical
train2943,Numerical,Numerical
train2944,Numerical,Numerical
train2945,Categorical,Numerical
train2946,Numerical,Categorical
train2947,Binary,Numerical
train2948,Numerical,Numerical
train2949,Numerical,Numerical
train2950,Numerical,Numerical
train2951,Numerical,Binary
train2952,Numerical,Numerical
train2953,Numerical,Numerical
train2954,Numerical,Binary
train2955,Numerical,Numerical
train2956,Binary,Numerical
train2957,Numerical,Numerical
train2958,Binary,Numerical
train2959,Numerical,Numerical
train2960,Numerical,Numerical
train2961,Binary,Numerical
train2962,Numerical,Numerical
train2963,Binary,Numerical
train2964,Numerical,Numerical
train2965,Numerical,Numerical
train2966,Categorical,Binary
train2967,Numerical,Binary
train2968,Numerical,Numerical
train2969,Numerical,Numerical
train2970,Numerical,Numerical
train2971,Numerical,Numerical
train2972,Numerical,Numerical
train2973,Numerical,Numerical
train2974,Numerical,Binary
train2975,Numerical,Categorical
train2976,Numerical,Numerical
train2977,Numerical,Numerical
train2978,Numerical,Numerical
train2979,Numerical,Numerical
train2980,Numerical,Numerical
train2981,Binary,Binary
train2982,Numerical,Numerical
train2983,Numerical,Numerical
train2984,Numerical,Numerical
train2985,Numerical,Numerical
train2986,Numerical,Binary
train2987,Numerical,Numerical
train2988,Binary,Numerical
train2989,Numerical,Numerical
train2990,Numerical,Numerical
train2991,Numerical,Numerical
train2992,Numerical,Numerical
train2993,Numerical,Binary
train2994,Categorical,Numerical
train2995,Numerical,Numerical
train2996,Numerical,Categorical
train2997,Numerical,Binary
train2998,Numerical,Numerical
train2999,Numerical,Numerical
train3000,Numerical,Numerical
train3001,Binary,Numerical
train3002,Binary,Numerical
train3003,Numerical,Numerical
train3004,Numerical,Binary
train3005,Categorical,Numerical
train3006,Numerical,Numerical
train3007,Numerical,Numerical
train3008,Numerical,Numerical
train3009,Numerical,Numerical
train3010,Numerical,Binary
train3011,Numerical,Numerical
train3012,Numerical,Numerical
train3013,Binary,Binary
train3014,Numerical,Numerical
train3015,Numerical,Numerical
train3016,Numerical,Numerical
train3017,Numerical,Numerical
train3018,Numerical,Numerical
train3019,Numerical,Numerical
train3020,Categorical,Numerical
train3021,Numerical,Numerical
train3022,Numerical,Categorical
train3023,Numerical,Numerical
train3024,Categorical,Categorical
train3025,Binary,Numerical
train3026,Numerical,Numerical
train3027,Numerical,Numerical
train3028,Numerical,Numerical
train3029,Numerical,Numerical
train3030,Numerical,Numerical
train3031,Numerical,Numerical
train3032,Numerical,Numerical
train3033,Numerical,Numerical
train3034,Numerical,Numerical
train3035,Numerical,Numerical
train3036,Numerical,Numerical
train3037,Numerical,Binary
train3038,Binary,Numerical
train3039,Numerical,Numerical
train3040,Numerical,Numerical
train3041,Numerical,Numerical
train3042,Numerical,Numerical
train3043,Numerical,Numerical
train3044,Categorical,Numerical
train3045,Numerical,Numerical
train3046,Numerical,Numerical
train3047,Categorical,Numerical
train3048,Numerical,Numerical
train3049,Binary,Numerical
train3050,Numerical,Binary
train3051,Numerical,Numerical
train3052,Numerical,Numerical
train3053,Numerical,Numerical
train3054,Numerical,Numerical
train3055,Binary,Numerical
train3056,Numerical,Numerical
train3057,Numerical,Numerical
train3058,Numerical,Numerical
train3059,Categorical,Numerical
train3060,Binary,Numerical
train3061,Binary,Numerical
train3062,Numerical,Categorical
train3063,Numerical,Numerical
train3064,Categorical,Numerical
train3065,Numerical,Numerical
train3066,Numerical,Categorical
train3067,Numerical,Numerical
train3068,Numerical,Numerical
train3069,Binary,Numerical
train3070,Numerical,Numerical
train3071,Numerical,Numerical
train3072,Binary,Numerical
train3073,Numerical,Numerical
train3074,Binary,Numerical
train3075,Numerical,Numerical
train3076,Categorical,Categorical
train3077,Numerical,Numerical
train3078,Numerical,Numerical
train3079,Numerical,Numerical
train3080,Categorical,Binary
train3081,Numerical,Numerical
train3082,Numerical,Numerical
train3083,Numerical,Numerical
train3084,Numerical,Categorical
train3085,Numerical,Numerical
train3086,Numerical,Numerical
train3087,Binary,Numerical
train3088,Numerical,Numerical
train3089,Categorical,Categorical
train3090,Numerical,Numerical
train3091,Numerical,Numerical
train3092,Numerical,Binary
train3093,Numerical,Numerical
train3094,Numerical,Categorical
train3095,Numerical,Numerical
train3096,Numerical,Categorical
train3097,Numerical,Numerical
train3098,Numerical,Numerical
train3099,Binary,Numerical
train3100,Binary,Numerical
train3101,Numerical,Numerical
train3102,Numerical,Numerical
train3103,Numerical,Binary
train3104,Numerical,Categorical
train3105,Numerical,Categorical
train3106,Numerical,Numerical
train3107,Numerical,Numerical
train3108,Numerical,Categorical
train3109,Numerical,Numerical
train3110,Numerical,Numerical
train3111,Categorical,Numerical
train3112,Numerical,Numerical
train3113,Numerical,Numerical
train3114,Numerical,Numerical
train3115,Numerical,Numerical
train3116,Numerical,Numerical
train3117,Numerical,Numerical
train3118,Numerical,Numerical
train3119,Binary,Numerical
train3120,Numerical,Numerical
train3121,Categorical,Numerical
train3122,Numerical,Numerical
